id,name,sort order,item type,properties,slots,level,effect,e value,fire,earth,water,wind,categories,equip size,character,HP,MP,ATK,DEF,SPD,Gather,Drop,Note,EN Name,EN Description,JA Name,JA Description
399,fruit-tart,183,Usable,"count-compression,healing-power-up-plus-plus,fruit-taste,",1,30,50,10,,1,,,"food,snack,,",3,",,,,,,,,,,,",,,,,,,,,Fruit Tart,"A tart made from plenty of fruit. Shallie modified Escha's original recipe, and its taste is enough to surprise even a confection connoisseur like Solle.",フルーツタルト,果物をふんだんに使ったタルト。エスカ直伝のレシピをシャリーが改良して作り出したもので、その味はお菓子通のソールをうならせるほど
49,plant-fertilizer,184,Synthesis,"equipment-compression,high-price-plus,transfer-pp-7,",1,27,50,45,,,1,,"adventure,liquid,,",3,",,,,,,,,,,,",,,,,,,,,Plant Fertilizer,"Specially synthesized nutrients, made so even plants affected by the Dusk can grow. It's indispensable to farmers, but its high demand has led to steep price increases.",植物用栄養剤,黄昏でも植物が育つようにと特別に調合された栄養剤。今や農家には欠かせない薬剤だが、昨今は需要過多で値段が高騰している
79,demon-warding-charm,185,Synthesis,"equipment-expansion,property-enhance,effect-power-increase-plus-plus,",1,45,50,30,,1,,1,"adventure,cloth,,",4,",,,,,,,,,,,",,,,,,,,,Demon Warding Charm,"A charm carried by explorers, said to ward off monsters. Its effect is unproven, but it has become an established custom.",魔物よけの護符,探検家たちが魔物を避けるために持つという護符。その効果は立証されていないが、一種の風習として定着している
77,dowsing-rod,186,Synthesis,"equipment-compression,high-price-plus,transfer-pp-7,",2,47,50,30,1,,,1,"adventure,ore,,",3,",,,,,,,,,,,",,,,,,,,,Dowsing Rod,"A tool that reacts to mysterious powers in nature. It's useful for finding effective herbs, rare minerals, and other things that one would not normally notice.",ダウジングロッド,自然に宿る不思議な力に反応する道具。薬効の強いハーブや変異した鉱石など、普段は気づかないものを見つけるのに役立つ
78,mysterious-monocle,187,Synthesis,"recycle,fixed-power-enhance-plus,use-count-2,",2,55,50,30,,,1,1,"adventure,antique,,",3,",,,,,,,,,,,",,,,,,,,,Mysterious Monocle,"This monocle is said to allow one to see a completely different world when worn. It's also said that it allows one to see the flow of time, and spirits themselves, but this is untrue.",不可思議モノクル,かけるとそれまでとは違った世界が見えると言われる片メガネ。時間の流れや精霊の姿を視認できるようになるらしいが、眉唾ものである
324,travel-gate,188,Synthesis,"recycle,fixed-power-enhance-plus,use-count-2,",4,60,50,20,1,1,1,1,"adventure,mystery,,",5,",,,,,,,,,,,",,,,,,,,,Travel Gate,"A tool made with the secret arts of ancient alchemy. This gate connects to a place designated by the holder, and is said to be able to cross time itself.",トラベルゲート,古代錬金術の秘術が詰まった道具。このゲートは持ち主の願った場所へ繋がり、時をも超えると言われている
182,handmade-bait,189,Synthesis,"equipment-expansion,property-enhance,effect-power-increase-plus-plus,",0,24,50,20,,1,,,"adventure,smelly,,",1,",,,,,,,,,,,",,,,,,,,,Handmade Bait,"This is handmade bait, as its name suggests. It's unknown exactly what will take this bait, but it's a bait nonetheless.",手作りエサ,名前のとおりお手製のエサ。一体何に与えるエサなのかはさっぱり分からないが、とにかくエサである
20,shelbani-flour,190,Synthesis,"area-bonus,use-count-1,transfer-pp-5,",2,3,50,15,,1,,,"grain,gunpowder,,",,",,,,,,,,,,,",,,,,,,,,Shelbani Flour,"Powder made by grinding and purifying Shelbani Wheat. It's widely used for bread and other cooking. Shelbani Wheat is a valuable source of carbohydrates, even as the Dusk spreads.",シェルバニ麦粉,シェルバニ麦から精製した粉末。パンなどの料理に幅広く使われる。シェルバニ麦は黄昏が広がる中での貴重な炭水化物源である
25,dried-herbs,191,Synthesis,"count-bonus,property-enhance,equipment-compression,",2,5,50,15,,,,1,"fuel,aroma,seasoning,",,",,,,,,,,,,,",,,,,,,,,Dried Herbs,"Dried medicinal plants. They last longer than normal herbs, so it's a necessity for explorers and others who go on long journeys.",ドライハーブ,乾燥させた薬草。通常の薬草に比べて日持ちするため、探検家のように長期間に亘って冒険をする者たちの必需品になっている
50,plant-oil,192,Synthesis,"destructive-power-up,high-price,fixed-healing-enhance-plus,",2,4,50,20,1,,,,"liquid,oil,fuel,",,",,,,,,,,,,,",,,,,,,,,Plant Oil,"Oil extracted from fats in plants. While it's mostly from Palma tree seeds, it contains various other plant oils. It has many uses, from home cooking to factories.",植物油,植物に含まれる脂肪を抽出した油。パルマの木の種子を中心に色々な植物の油がある。家庭料理から工場まで、さまざまな所で使われている
51,abrasive,193,Synthesis,"equipment-expansion,fixed-healing-enhance,damage-absorb-plus-plus,",2,6,50,15,,1,,,"sundry,,,",,",,,,,,,,,,,",,,,,,,,,Abrasive,"A rough grain powder used when polishing things. Processing it into a solid shape can create whetstones, while it can also be used for files in powdered form.",研磨剤,物を磨くときに使われる粒子の大きな粉末。固形に加工すれば砥石のように、粉末のままならヤスリのように使うことができる
82,handspun-rabbit-yarn,194,Synthesis,"high-price,equipment-enhance,power-throw,",2,14,50,10,,,,1,"animal,thread,,",,",,,,,,,,,,,",,,,,,,,,Handspun Rabbit Yarn,"A collection of Food Rabbit fur, spun into yarn. Crafted by hand, this carefully spun yarn is used in making many traditional garments and rugs.",手巻きウサギ毛糸,食料ウサギの毛を集め、紡績したもの。ひとつひとつ手作業で、丁寧かつ丹念に紡がれたこの糸は伝統的な洋服や絨毯を作るのに使われている
325,supplement-red,195,Synthesis,"healing-power-up,use-count-minus-1,transfer-pp-5,",1,1,50,15,1,,,,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Red,Supplement made by purifying gunpowder and related things. It's used to stabilize compounds when synthesizing bombs and other such items.,中和剤・赤,火薬類を用いて精製した中和剤。爆弾などの調合の際に、成分を中和するのに用いられる
326,supplement-blue,196,Synthesis,"fixed-power-enhance,automatic-activation-20,area-bonus-plus,",1,3,50,15,,,1,,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Blue,Supplement made by purifying liquids. It's used to adjust compounds when synthesizing medicine and other such items.,中和剤・青,液体を用いて精製した中和剤。薬品などの成分を整えるために使われることが多い
327,supplement-green,197,Synthesis,"destructive-power-up,fixed-power-enhance-plus,cause-blindness,",1,5,50,15,,,,1,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Green,Supplement made by purifying plants. This Supplement made with natural materials is used to adjust the efficacy of medicine and other such items.,中和剤・緑,植物類を用いて精製した中和剤。自然の素材を用いたこの中和剤は、治療薬などの効能を整える
328,supplement-yellow,198,Synthesis,"equipment-enhance,recycle,cause-slow,",1,7,50,15,,1,,,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Yellow,Supplement made by purifying clay and soil. It's said that living earth can be eaten.,中和剤・黄,粘土や土を用いて精製した中和剤。生きた土はそのまま口に含むこともできると言われる
329,supplement-white,199,Synthesis,"transfer-pp-3,area-bonus-plus,synthesis-skill-increase,",2,26,50,20,1,,,1,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - White,"Supplement made by extracting compounds from various materials, and perfectly balanced. It requires advanced skill to purify two different compounds at once without separating them.",中和剤・白,数種類の素材から成分を抽出し、絶妙なバランスで配合した中和剤。異なる二つの成分を分離させずに精製するためには、高い技術が必要になる
330,supplement-black,200,Synthesis,"parameters-5,count-bonus-plus,property-skill-activation,",2,26,50,20,,1,1,,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Black,"Supplement made by extracting compounds from various materials, and perfectly balanced. It's said that the introduction of this Supplement greatly advanced the progress of alchemy research.",中和剤・黒,数種類の素材から成分を抽出し、絶妙なバランスで配合した中和剤。この中和剤の登場によって、錬金術研究は飛躍的な進歩を遂げたと言われる
331,supplement-rainbow,201,Synthesis,"destructive-power-up-plus,transfer-pp-5,property-level-increase,",3,44,50,20,1,1,1,1,"supplement,,,",,",,,,,,,,,,,",,,,,,,,,Supplement - Rainbow,"A rainbow colored Supplement, made from a complex mixture of many compounds. There are few alchemists in history who succeeded in purifying such a mixture, so it's pretty rare to see it.",中和剤・虹,いくつもの異なる成分を複雑に組み合わせた虹色の中和剤。その精製に成功した錬金術士は過去にもほとんどなく、滅多に見られない一品
332,handmade-jam,202,Synthesis,"effect-stability,critical,transfer-pp-5,",2,16,50,20,,,1,,"seasoning,food,aroma,",,",,,,,,,,,,,",,,,,,,,,Handmade Jam,"Handmade jam, made with plenty of fruit. The fruits used vary by region and household, so there is an abundance of different flavors to enjoy.",手作りジャム,果物をふんだんに使ったお手製のジャム。地域や家庭によって使う果物や作り方が異なるため、個性豊かな味を楽しめるのが特徴
333,honey,203,Synthesis,"healing-power-up,use-count-minus-1,transfer-pp-5,",2,13,50,20,,1,,,"liquid,seasoning,,",,",,,,,,,,,,,",,,,,,,,,Honey,"Honey, very popular among children. The honey of Stellard is particularly famous for its smooth sweetness.",ハチミツ,子供に大人気のハチミツ。特にステラードのハチミツは溶けるような甘さと、さらっとした液体感が良いと評判である
334,plant-syrup,204,Synthesis,"fixed-power-enhance,automatic-activation-20,area-bonus-plus,",1,12,50,10,,1,1,,"liquid,seasoning,,",,",,,,,,,,,,,",,,,,,,,,Plant Syrup,"A syrup extracted from the sugars in Palma and Cactus Palm seeds. It's in demand for making slightly sweet dressings, or subtle flavors in spicy cooking.",植物シロップ,パルマやサボテンヤシの種子に含まれる糖分を抽出したシロップ。少し甘めのドレッシングや、辛い料理の隠し味として需要がある
48,leather,205,Synthesis,"destructive-power-up,fixed-power-enhance-plus,cause-blindness,",2,8,50,15,1,1,,,"pelt,cloth,,",,",,,,,,,,,,,",,,,,,,,,Leather,"A tanned animal hide, with the fur removed. It can be crafted into clothing and other things.",なめし皮,動物の皮から毛などを取り除いてなめしたもの。このまま洋服などに加工もできる
44,zettel,206,Synthesis,"equipment-enhance,recycle,cause-slow,",2,13,50,20,,,,1,"paper,fuel,,",,",,,,,,,,,,,",,,,,,,,,Zettel,"Paper made with alchemy. The defining characteristic is that it's not slippery, and the paper does not stick together. It's said the first paper ever was created by an alchemist.",ゼッテル,錬金術で作った紙。ぬめり感がなく、紙と紙がくっつかないのが大きな特徴。世界で最初に紙を生みだしたのは、錬金術士だと言われている
45,palma-board,207,Synthesis,"effect-stability,critical,transfer-pp-5,",1,12,50,20,,1,,,"sundry,lumber,fuel,",,",,,,,,,,,,,",,,,,,,,,Palma Board,"Lumber made from processed Palma trees. It's a common item, widely used for construction and making furniture. It's weak to moisture, and its warping and degradation over time is a source of a lot of frustration.",パルマ板,パルマの木を加工して作った木材。建築や家具の制作までさまざまな所に利用されている一般的なもの。湿気に弱く、経年劣化によって変形してしまうのだけが悩みの種
335,powdered-glass,208,Synthesis,"transfer-pp-3,area-bonus-plus,use-count-2,",1,17,50,10,1,1,,,"synthesis,,,",,",,,,,,,,,,,",,,,,,,,,Powdered Glass,"Each minute particle in this powder has the characteristics of glass. Sprinkling it causes complex distortions of light, making mysterious spectacles.",粉末ガラス,細かい粒子ひとつひとつにガラスの特性がある粉。振りまくと、複雑な光の屈折を起こして不思議な光景を映し出すという
117,glass-tube,209,Synthesis,"cause-weakness,fixed-power-enhance-plus,synthesis-skill-increase,",2,20,50,15,1,1,,,"synthesis,,,",,",,,,,,,,,,,",,,,,,,,,Glass Tube,"A tube made of glass. It's often used for alchemy synthesis. It's also used for chemistry, although mainly in experiments.",ガラス管,ガラスでできた管。錬金術の調合で使われることが多い。化学の現場でも使われることがあるが、こちらは主に実験のためである
336,crystal-ball,210,Synthesis,"destructive-power-up-plus,effect-stability-plus,elemental-attribute-w,",1,30,50,20,,,1,1,"jewel,mystery,,",,",,,,,,,,,,,",,,,,,,,,Crystal Ball,"A transparent crystal ball. It's made by diligently polishing crystals, and is desired by the wealthy for interior decoration.",水晶玉,透きとおるような水晶玉。水晶の欠片を丹念に磨いたもので、富裕層の人々がインテリアとしてほしがる
337,medical-solution,211,Synthesis,"damage-absorb,healing-power-up-plus-plus,synthesis-skill-increase,",2,42,50,15,1,1,1,1,"medicine,liquid,mystery,",,",,,,,,,,,,,",,,,,,,,,Medical Solution,"A highly concentrated liquid, containing compounds that relieve pain from wounds and other afflictions. This is a necessity for any doctor.",メディカ溶液,傷口や患部の痛みを和らげる成分が極めて高い濃度で凝縮されている液体。医者にとっては必需品となっている
121,stellard-fabric,212,Synthesis,"small-number-bonus,destructive-power-up-plus-plus,automatic-activation-30,",3,16,50,25,,1,,1,"cloth,,,",,",,,,,,,,,,,",,,,,,,,,Stellard Fabric,"Fabric that's made in Stellard. It's fairly simple, but it's strong and light, making it the most commonly used fabric in the surrounding areas.",ステラード織布,ステラードで作られている織布。質素だが、丈夫で軽いことから、周辺地域では最も一般的な布として親しまれている
111,fire-lord-s-charcoal,213,Synthesis,"damage-absorb,healing-power-up-plus-plus,use-count-minus-2,",1,23,50,30,1,,,,"fuel,gunpowder,,",,",,,,,,,,,,,",,,,,,,,,Fire Lord's Charcoal,"Charcoal made with alchemy. There is a constant flame inside, releasing a gentle heat. It's said that fire spirits dwell inside this valuable charcoal.",炎王の木炭,錬金術の力で作られた木炭。その内側には常に火種があり、柔らかな熱を発している。炎の精霊が中に宿っているとも言われる貴重な木炭である
338,iron-clay,214,Synthesis,"destructive-power-up-plus,effect-stability-plus,equipment-enhance-plus,",1,25,50,30,,1,,,"metal,clay,poison,",,",,,,,,,,,,,",,,,,,,,,Iron Clay,"Clay with a high content of iron. It's viscous, but becomes harder as it cools. This strange clay becomes soft and reworkable again if heated.",鉄粘土,鉄分を大量に含んだ粘土。粘性はあるが、冷却するとどんどん硬くなっていく。温めると再加工できるようになるという一風変わった粘土
339,burning-gas,215,Synthesis,"small-number-bonus,destructive-power-up-plus-plus,elemental-attribute-wd,",2,22,50,30,1,,,1,"gas,gunpowder,,",,",,,,,,,,,,,",,,,,,,,,Burning Gas,"Highly flammable gas. It ignites upon contact with air. Due to its extreme danger, some regions have it strictly managed by government officials.",燃える気体,発火性の強い気体。空気の摩擦で燃え上がるほどで、あまりにも危険なために一部の地域では役人たちの管理下に置かれるほど
340,black-powder,216,Synthesis,"damage-absorb-plus,transfer-pp-5,fixed-power-enhance-plus-plus,",1,24,50,50,1,,,,"gunpowder,smelly,seasoning,",,",,,,,,,,,,,",,,,,,,,,Black Powder,Powder that's used as a material in bombs and other things. This complex mixture of combustible particles will explode if exposed to flame.,黒いパウダー,爆弾などの材料に用いられる粉。複数の可燃性粒子が混ざり合ったもので、火をつけると即座に爆発する
341,frosty-crystal,217,Synthesis,"damage-absorb-plus,transfer-pp-5,property-level-increase,",1,27,50,20,,,1,,"liquid,jewel,,",,",,,,,,,,,,,",,,,,,,,,Frosty Crystal,"This was formed by water in plants and the ground suddenly being cooled, causing it to crystallize. It comes in many shapes, and is said to be a fleeting gem created by nature.",霧氷結晶,急激に冷却された植物や大地の中の水分が凍り、結晶化したもの。結晶によって形がさまざまで、自然界の作り出した儚い宝石とも言われる
120,water-crystal,218,Synthesis,"count-compression,equipment-enhance-plus,elemental-attribute-w,",2,27,50,20,,,1,1,"jewel,mystery,,",,",,,,,,,,,,,",,,,,,,,,Water Crystal,"Water has crystallized for some reason to form this mysterious substance. While it's a solid, it is not ice, and remains this way at room temperature.",水結晶,どういう訳か、水が結晶となっている不思議な物体。固形化しているにも関わらず氷ではなく、常温を保っている
127,electric-orb,219,Synthesis,"transfer-pp-3,effect-stability-plus,property-skill-activation,",2,15,50,15,,1,,1,"jewel,,,",,",,,,,,,,,,,",,,,,,,,,Electric Orb,"Metal containing electricity. It constantly gathers the electrons in the air, and is always electrified. Touching it won't result in any harm, but it is a little shocking.",蓄電玉,電気を内包した金属。常に空気中の電子を集め、帯電している。触っても人体には害がないが、少しだけびりっとする
342,distilled-water,220,Synthesis,"transfer-pp-3,area-bonus-plus,synthesis-chain-increase,",3,25,50,20,,,1,,"water,liquid,,",,",,,,,,,,,,,",,,,,,,,,Distilled Water,"Due to the loss of water sources by the Dusk's influence, people came up with ways of distilling water. This makes the water from contaminated sources drinkable, at the very least.",蒸留水,黄昏の影響で水源が減る中、人々が工夫によって生みだした蒸留技術のすえに作られた水。汚染された水源の水を、最低限飲めるものにまでろ過した
18,super-pure-water,221,Synthesis,"parameters-5,count-bonus-plus,property-level-increase,",4,45,50,40,,,1,,"water,liquid,,",,",,,,,,,,,,,",,,,,,,,,Super Pure Water,"Very pure water, a rare sight recently. It's full of minerals, and is delicious to drink like this, but it's very hard to obtain.",超純水,今では中々見られない純粋な水。ミネラルが豊富で、そのまま飲んでももちろんおいしいが、手に入れるのは難しい
130,unbreakable-glass,222,Synthesis,"destructive-power-up-plus,transfer-pp-5,elemental-attribute-f,",1,40,50,15,1,,1,,"natural,gunpowder,ancient-power,",,",,,,,,,,,,,",,,,,,,,,Unbreakable Glass,"It's just as clear as glass, but this material doesn't break. Wealthy people like using this for the windows in their houses, but it's very expensive.",割れないガラス,ガラスと同じように透き通っているが、割れることのない物質。富裕層は家の窓などに好んでこの物質を使うが、値段は高め
122,mysterious-cloth,223,Synthesis,"parameters-5,count-bonus-plus,property-enhance-plus,",2,35,50,30,,1,,1,"cloth,synthesis,mystery,",,",,,,,,,,,,,",,,,,,,,,Mysterious Cloth,"This mysterious cloth hasn't been specially treated in any way, but it doesn't burn, and it also repels water. It's said that wrapping a newborn in this cloth will bestow the divine protection of the gods.",神秘の布,特別な加工が施されているわけでもないのに、燃えることがなく、水も弾くという不思議な布。新生児をこの布で包むと、神の加護を受けられるという
33,gravicrystal,224,Synthesis,"transfer-pp-3,effect-stability-plus,critical-plus,",1,18,50,20,,1,,1,"synthesis,mystery,,",,",,,,,,,,,,,",,,,,,,,,Gravicrystal,"Crystallized extract of the antigravity substance in Gravistones. It's capable of floating other objects, so it's used in most ships traveling the Dusk Sea.",グラビ結晶,グラビ石に含まれる反重力物質を抽出して結晶化したもの。物体を浮かせることができるため、黄昏の海を渡る多くの船に利用されている
343,precious-stone,225,Synthesis,"cause-weakness,fixed-power-enhance-plus,property-skill-activation,",2,32,50,25,1,1,,1,"jewel,,,",,",,,,,,,,,,,",,,,,,,,,Precious Stone,"A stone full of gems and crystals. It would take careful examination to determine its exact value. It looks like an ordinary rock at first glance, so it's hard to recognize.",貴石,宝石や結晶を含んだ石。詳しく調べないとその価値は分からない。一見するとただの石なので、見分けるのは難しい
344,twin-color-corundum,226,Synthesis,"destructive-power-up-plus,effect-stability-plus,elemental-attribute-wd,",1,36,50,20,1,,1,,"synthesis,jewel,,",,",,,,,,,,,,,",,,,,,,,,Twin Color Corundum,"A mysterious gemstone with two differently colored substances. Some say that one half is inhabited by a demon, and the other half an angel, and can be used to predict one's fortune for the day.",双色コランダム,異なる二色の物質を含んだ不思議な宝石。一部では、片方に悪魔がもう片方に天使が住むと言われ、その日の運勢を占うのに使われることがある
345,polarized-gem,227,Synthesis,"damage-absorb,healing-power-up-plus-plus,elemental-attribute-e,",1,36,50,20,,1,,1,"synthesis,jewel,,",,",,,,,,,,,,,",,,,,,,,,Polarized Gem,"A gemstone that appears in a seemingly endless number of colors, depending on how light hits it. A book of colors has been published using this gem as a subject, and has become a bible for artists.",偏光のジェム,光の当たる角度によって無限にも近い色彩を放つという宝石。その豊かな発色から、この宝石を題材とした色彩の本が発刊され、芸術家たちのバイブルとなっている
346,comet-crest-stone,228,Synthesis,"small-number-bonus,destructive-power-up-plus-plus,elemental-attribute-f,",3,38,50,20,1,1,1,1,"synthesis,jewel,,",,",,,,,,,,,,,",,,,,,,,,Comet Crest Stone,"This red colored rock is known for its sinister resemblance to blood. Back in the age when magicians were called witches, these stones were thrown at them to drive them from their homes.",赤気紋石,血を連想させるような禍々しい赤色が特徴の石。かつて魔法使いたちが魔女と罵られていた時代、この石を投げつけられ、住む場所を追われたという
30,holinic,229,Synthesis,"count-compression,equipment-enhance-plus,recycle-plus,",2,22,50,20,1,,,,"metal,,,",,",,,,,,,,,,,",,,,,,,,,Holinic,"A soft metal extracted from Holinica Ore. It's not very durable, but it's easy to find and process, making it widely used in households.",ホリニーク,ホリニカ鉱石から取れる軟らかい金属。あまり耐久性が高いとは言えないが、取れる量や加工のしやすさから、一般家庭にまで広まっている
34,dark-iron,230,Synthesis,"cause-weakness,fixed-power-enhance-plus,fixed-healing-enhance-plus-plus,",1,26,50,20,1,,,,"sundry,metal,,",,",,,,,,,,,,,",,,,,,,,,Dark Iron,"Hard iron with a dull and dark radiance. It's difficult to process, and most people think of it as a normal stone. In the past, it was a highly versatile metal even used for precision instruments.",鈍色鉄,鈍い輝きを放つ硬い鉄。加工が難しく、一般の人にとってはただの石も同然であるが、かつては精密機器などにも使われるほど汎用性の高い金属だった
347,algemein-plywood,231,Synthesis,"damage-absorb-plus,transfer-pp-5,fixed-power-enhance-plus-plus,",2,18,50,25,,1,,,"sundry,lumber,,",,",,,,,,,,,,,",,,,,,,,,Algemein Plywood,"Plywood made from several layered types of lumber. It's quite strong, and an important component in constructing ships and buildings. However, these days lumber has become quite valuable, and the price has risen steeply.",アルゲマイン合板,複数の木材を重ね合わせた合板。強度が高く船や建物を作る際に重要な役割を果たす。ただし、昨今は木材が貴重になっているため、価格が高騰している
348,ziegel-nugget,232,Synthesis,"damage-absorb-plus,transfer-pp-5,elemental-attribute-e,",2,35,50,30,1,1,,,"metal,ore,,",,",,,,,,,,,,,",,,,,,,,,Ziegel Nugget,"Heating this metal quickly causes it to soften, but it also quickly hardens as it cools. Since it can be worked even at low temperatures, it's favored by novice blacksmiths.",ジーゲルナゲット,熱を加えるとすぐに軟らかくなるが、冷めると急激に硬くなる金属。低温でも加工できるため、駆け出しの鍛冶屋たちが好む
29,cole-medapaid,233,Synthesis,"count-compression,equipment-enhance-plus,synthesis-chain-increase,",3,38,50,30,1,,,,"metal,,,",,",,,,,,,,,,,",,,,,,,,,Cole Medapaid,"An alloy called Medapaid, used to mint the Cole currency. It was once considered a precious metal, but its circulation has caused the price to steadily decrease, and is now a cheap material.",コールメダパイド,通貨として浸透しているコールの元となったメダパイドという合金。かつては貴重な金属が含まれていたが、流通する中で徐々に安価な材料へと変わっていった
47,dark-steel-plate,234,Synthesis,"transfer-pp-3,effect-stability-plus,critical-plus,",1,35,50,40,1,,,,"sundry,metal,,",,",,,,,,,,,,,",,,,,,,,,Dark Steel Plate,"Dark Iron processed into a steel plate using advanced techniques. It's quite strong, so only skilled blacksmiths can handle it, therefore it's not often seen on the market.",鈍色鉄鋼板,高度な加工技術をもって、鈍色鉄を鋼板にしたもの。熟練の鍛冶屋にしか扱えないため、市場ではほとんど見かけることがないが、強度はかなりのもの
46,holinic-steel-plate,235,Synthesis,"destructive-power-up-plus,transfer-pp-5,high-price-plus-plus,",2,25,50,35,1,,,,"metal,,,",,",,,,,,,,,,,",,,,,,,,,Holinic Steel Plate,A steel plate with the soft characteristics of Holinic. Its ease of processing makes it widely used by many people.,ホリニーク鋼板,ホリニークの軟らかさを特性として持つ鋼板。加工が簡単なことから多くの人に親しまれている
349,aroma-materia,236,Synthesis,"transfer-pp-3,effect-stability-plus,property-skill-activation,",3,54,50,15,1,1,1,1,"aroma,ore,jewel,synthesis",,",,,,,,,,,,,",,,,,,,,,Aroma Materia,"An elegant and valuable alchemic catalyst. There aren't many books that describe how to use it, so there are few alchemists who can make any use of it.",アロママテリア,気品に満ちあふれた貴重な錬金術の触媒。この触媒の使い方を記した書物が少なく、使いこなせる錬金術士がとにかく少ない
350,sun-flower,237,Synthesis,"transfer-pp-3,area-bonus-plus,synthesis-skill-increase,",4,70,50,30,1,1,1,1,"jewel,metal,ancient-power,elixir",,",,,,,,,,,,,",,,,,,,,,Sun Flower,"This flower is named this way because of how it emits light during the day, but stops at night. It's known as a valuable material that's hard to find, due to the way it blends into the sunlight.",太陽の花,日中に光を発し、夜になると発光しなくなることからこの名前がついた花。陽の光と同化して見つけづらく、貴重な素材として知られている
36,floater-unit,238,Synthesis,",,,",0,23,50,25,1,1,1,1,"ancient-power,,,",,",,,,,,,,,,,",,,,,,,,,Floater Unit,A device using the floating abilities of Gravicrystals. It's used inside ships. It's very difficult to balance the multiple Floater Units necessary on a ship.,フローターユニット,グラビ結晶の浮遊能力を活かした装置。船などに取り付けて使う。複数のフローターユニットを用いて船を浮かすが、それぞれのバランスを均一にするのが難しい
374,ingot,239,Synthesis,"effect-power-increase,hp-10,transfer-pp-5,",1,4,50,15,1,,,,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Ingot,"A not too high quality metal made from mixing various ores. It's not very strong, and not popular due to how easily it deforms, but it can be obtained cheaply.",インゴット,さまざまな鉱物を混ぜ合わせたあまり質の良くない金属。強度も低く、変形しやすいためあまり好まれないが、安く手に入る
375,holinicait,240,Synthesis,"mp-10,speed-5,damage-absorb,",1,15,50,20,1,,,,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Holinicait,"Metal extracted from Holinica Ore. It is one of the most augmentable metals around. Melting it allows it to be formed into various shapes, and it's very reusable.",ホリニカイト,ホリニカ鉱石から抽出した金属。金属の中でも抜群の拡張性を持つ。溶かすことでさまざまに形を変え、再利用もできる優れもの
376,shuvea-metal,241,Synthesis,"hp-10,cause-poison,consumption-15,",2,20,50,15,1,1,,,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Shuvea Metal,"This alloy sacrifices ease of processing for high strength. Once shaped, it is difficult to reprocess, but this tough metal can withstand heavy weight and impacts.",シュヴェアメタル,加工のしやすさを犠牲にする代わりに、強度を高めた合金。形を取ると再加工は難しくなるが、多少の重さや衝撃には耐えられる逞しい金属
377,alto-metal,242,Synthesis,"hp-absorb,cause-blindness,defense-10,",2,28,50,15,1,1,,,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Alto Metal,"A metal with excellent balance between flexibility and strength. It's hard to obtain due to the valuable ores used to make it, but it's loved by artisans in this line of business.",アルトメタル,柔軟性と強度のバランスが取れた優れた金属。貴重な鉱石が材料となっているため手に入りにくいが、その道の職人に愛されている
378,meteonite,243,Synthesis,"attack-power-5,consumption-10,attack-power-10,",3,40,50,15,1,1,,1,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Meteonite,"A metal processed from magical ore. It's resistant against heat and water, and while it's known for its distinct strength, due to its weight this material is highly divisive in opinion.",メテオナイト,魔力を秘めた鉱石を加工した金属。熱や水に強く、強度は抜群に高いがやや重たいため、好き嫌いが分かれる素材
379,halmolium,244,Synthesis,"attack-power-15,cause-slow,skill-boost,",2,45,50,10,1,1,1,1,"ingot,,,",,",,,,,,,,,,,",,,,,,,,,Halmolium,"A special metal that reacts to impacts. If formed into a sword, it converts the swinging impact into cutting force, while if it's made into a shield, it's said that it can repel any attack.",ハルモリウム,衝撃を反響する特殊な金属。剣にすれば振った衝撃や切った衝撃を剣戟に変え、盾にすればあらゆる攻撃を弾くという
380,cloth,245,Synthesis,"transfer-pp-3,effect-power-increase-plus,defense-10,",1,4,50,10,,,,1,"fabric,,,",,",,,,,,,,,,,",,,,,,,,,Cloth,Cloth made from a mixture of cheap threads. It's mainly used for clothing and daily goods.,クロース,安価な糸をより合わせて作った布。主に街の人々の服や、生活用品に使われる
381,mofcott,246,Synthesis,"hp-10,effect-power-increase-plus,hp-mp-enhance,",1,12,50,10,,,1,1,"fabric,,,",,",,,,,,,,,,,",,,,,,,,,Mofcott,Cloth made from animal fur threads. Its fluffy feel is especially popular in cold regions.,モフコット,動物の毛糸をより合わせて作った布。もこもことした手触りは、寒い地方で特に人気がある
382,silkis-feather,247,Synthesis,"defense-5,hp-15,transfer-pp-7,",2,16,50,30,,,,1,"fabric,,,",,",,,,,,,,,,,",,,,,,,,,Silkis Feather,"Cloth interwoven with animal feathers. Its excellent texture and breathability are unique, and it's also used for underwear and bedding.",シルケスフェザー,動物の羽根を織り込んだ布。肌触りと通気性の良さが特徴で、インナーや寝具にも使われる
